mode,severity,corruption,seed,acc,ece
cgt_isocal,2,zoom_blur,1,90.060005,5.853083105683327
sicl_isocal,2,zoom_blur,1,89.86,2.5485320727527143
eata,2,zoom_blur,1,89.950005,5.708442768603564
sar,2,zoom_blur,1,89.270004,5.4627976724505425
source,2,zoom_blur,2,79.329994,11.783308799415826
tent,2,zoom_blur,2,90.729996,5.672736212015152
tent_temp,2,zoom_blur,2,90.05,3.055116428583861
sicl,2,zoom_blur,2,89.89,4.177654204666615
cgt_isocal,2,zoom_blur,2,90.35,5.562581045925617
sicl_isocal,2,zoom_blur,2,90.29,2.665150857567787
eata,2,zoom_blur,2,90.100006,5.539486703127623
sar,2,zoom_blur,2,89.36,5.3912079760432245
source,2,snow,0,74.15,15.581147526055576
tent,2,snow,0,84.020004,10.627171688675881
tent_temp,2,snow,0,84.15,6.304216015785932
sicl,2,snow,0,83.47,6.024844421446323
cgt_isocal,2,snow,0,84.75,8.035737434923648
sicl_isocal,2,snow,0,84.18,4.187139057517052
eata,2,snow,0,82.04,11.201546529531479
sar,2,snow,0,80.33,11.417543405741453
source,2,snow,1,74.15,15.581147567182779
tent,2,snow,1,84.1,10.558208875358105
tent_temp,2,snow,1,84.28,5.854698940515518
sicl,2,snow,1,83.630005,5.952032632231713
cgt_isocal,2,snow,1,84.29,8.60368575900793
sicl_isocal,2,snow,1,84.12,4.152647312879563
eata,2,snow,1,82.47,10.924732730984687
sar,2,snow,1,80.659996,11.091893639862537
source,2,snow,2,74.15,15.581147713810207
tent,2,snow,2,84.32,10.271794432550669
tent_temp,2,snow,2,83.76,6.452670716196299
sicl,2,snow,2,84.270004,6.3262503698468215
cgt_isocal,2,snow,2,84.34,8.52116119891405
sicl_isocal,2,snow,2,84.05,3.9652883554995055
eata,2,snow,2,82.21,11.227914462685584
sar,2,snow,2,80.67,11.08659880116582
source,2,frost,0,80.77,10.91009954586625
tent,2,frost,0,86.79,8.558403230011463
tent_temp,2,frost,0,86.5,5.078313422501086
sicl,2,frost,0,86.09,5.382498176246882
cgt_isocal,2,frost,0,86.45,7.358101703226566
sicl_isocal,2,frost,0,86.549995,3.516078950762748
eata,2,frost,0,85.619995,8.810904895365237
sar,2,frost,0,84.56,8.36611084908247
source,2,frost,1,80.77,10.910098256319761
tent,2,frost,1,86.17,8.99157641619444
tent_temp,2,frost,1,86.22,5.1836589103937145
sicl,2,frost,1,86.6,5.18749929189682
cgt_isocal,2,frost,1,86.26,7.315953179299832
sicl_isocal,2,frost,1,86.72,3.340503597557544
eata,2,frost,1,85.39,8.86541444092989
sar,2,frost,1,84.18,8.580387238562107
source,2,frost,2,80.77,10.910099309235811
tent,2,frost,2,86.189995,9.048591172248125
tent_temp,2,frost,2,86.63,4.876773158311844
sicl,2,frost,2,86.84,5.163438807725907
cgt_isocal,2,frost,2,86.159996,7.920134730041027
sicl_isocal,2,frost,2,86.47,3.624327852576971
eata,2,frost,2,85.2,8.96923530355096
sar,2,frost,2,84.19,8.615467554926873
source,2,fog,0,90.5,4.995900266617537
tent,2,fog,0,91.909996,4.85660608291626
tent_temp,2,fog,0,91.7,2.180012193322182
sicl,2,fog,0,91.89,3.7162482510507107
cgt_isocal,2,fog,0,91.799995,4.73347618162632
sicl_isocal,2,fog,0,91.46999,2.357272922694683
eata,2,fog,0,91.07,4.935539752244949
sar,2,fog,0,90.66,4.645605210214853
source,2,fog,1,90.5,4.995900255888701
tent,2,fog,1,91.619995,5.238469372540712
tent_temp,2,fog,1,91.68,2.3313668173551556
sicl,2,fog,1,91.68,3.4803135067224504
cgt_isocal,2,fog,1,91.54,5.068220812678337
sicl_isocal,2,fog,1,91.619995,2.143403230458498
eata,2,fog,1,91.22,4.830112288892269
sar,2,fog,1,90.86,4.304411808550358
source,2,fog,2,90.5,4.995900153964758
tent,2,fog,2,91.43,5.271090441048146
tent_temp,2,fog,2,91.49,2.4668118968606
sicl,2,fog,2,91.81,3.8376578587293624
cgt_isocal,2,fog,2,91.439995,5.274747412800789
sicl_isocal,2,fog,2,91.32,2.201671717762947
eata,2,fog,2,91.43,4.647965786457061
sar,2,fog,2,90.66,4.445387871563435
source,2,brightness,0,92.69,3.770700343549252
tent,2,brightness,0,92.049995,4.843260983377695
tent_temp,2,brightness,0,91.82,2.3260883206129077
sicl,2,brightness,0,92.25,3.7626586119830607
cgt_isocal,2,brightness,0,92.18,4.430740599036217
sicl_isocal,2,brightness,0,92.159996,1.8408814044296742
eata,2,brightness,0,91.549995,4.764143490940333
sar,2,brightness,0,90.84,4.505363200753927
source,2,brightness,1,92.69,3.770700542628765
tent,2,brightness,1,91.6,5.259889873415231
tent_temp,2,brightness,1,92.299995,2.0065861892700196
sicl,2,brightness,1,92.1,3.3909367957711227
cgt_isocal,2,brightness,1,92.33,4.406833965778351
sicl_isocal,2,brightness,1,91.85,1.86510090559721
eata,2,brightness,1,91.7,4.594006277620792
sar,2,brightness,1,91.049995,4.321506761759519
source,2,brightness,2,92.69,3.770700296461582
tent,2,brightness,2,91.79,5.154470943808556
tent_temp,2,brightness,2,91.979996,2.239224650412798
sicl,2,brightness,2,91.93,3.7396866787970064
cgt_isocal,2,brightness,2,92.0,4.983977341651916
sicl_isocal,2,brightness,2,92.369995,1.9484811007976535
eata,2,brightness,2,91.74,4.586262745112181
sar,2,brightness,2,90.979996,4.34964658677578
source,2,contrast,0,86.13,7.7728176485002045
tent,2,contrast,0,90.37,6.282726653069258
tent_temp,2,contrast,0,90.95,2.751068126112223
sicl,2,contrast,0,90.48,3.9962511852383615
cgt_isocal,2,contrast,0,90.130005,6.490946915149689
sicl_isocal,2,contrast,0,90.45,2.2834358809888364
eata,2,contrast,0,90.01,5.63694021165371
sar,2,contrast,0,89.32,4.9562650164961815
source,2,contrast,1,86.13,7.772817230969667
tent,2,contrast,1,90.03,6.506853582262993
tent_temp,2,contrast,1,89.39,4.2765124598145485
sicl,2,contrast,1,90.520004,4.5076555916666985
cgt_isocal,2,contrast,1,90.47,6.218904139995575
sicl_isocal,2,contrast,1,90.4,2.680587632805109
eata,2,contrast,1,89.97,5.675609536767006
sar,2,contrast,1,89.57,4.7687540639936925
source,2,contrast,2,86.13,7.772816893905402
tent,2,contrast,2,91.07,5.562088368982076
tent_temp,2,contrast,2,90.59,3.089158793985843
sicl,2,contrast,2,90.75,4.0248440200090405
cgt_isocal,2,contrast,2,89.04,7.349763318002224
sicl_isocal,2,contrast,2,90.04,2.5348705217242236
eata,2,contrast,2,89.54,6.411748587042093
sar,2,contrast,2,89.270004,4.95156788378954
source,2,elastic_transform,0,86.99,7.086332707852125
tent,2,elastic_transform,0,89.18,6.714909112602473
tent_temp,2,elastic_transform,0,89.03,3.405205827355385
sicl,2,elastic_transform,0,89.18,4.223907426148653
cgt_isocal,2,elastic_transform,0,88.79,6.102705793082714
sicl_isocal,2,elastic_transform,0,89.0,2.9296712420880793
eata,2,elastic_transform,0,88.380005,6.766869786083698
sar,2,elastic_transform,0,87.77,6.461336342990398
source,2,elastic_transform,1,86.99,7.086332680433989
tent,2,elastic_transform,1,88.61,7.2603297428786755
tent_temp,2,elastic_transform,1,89.240005,3.1827165263891217
sicl,2,elastic_transform,1,89.22,4.9192187568545345
cgt_isocal,2,elastic_transform,1,88.91,6.373419544398784
sicl_isocal,2,elastic_transform,1,89.26,2.890734817609191
eata,2,elastic_transform,1,88.28,6.9461271652579315
sar,2,elastic_transform,1,87.79,6.366439612209798
source,2,elastic_transform,2,86.99,7.086332615166903
tent,2,elastic_transform,2,89.08,6.862014458477497
tent_temp,2,elastic_transform,2,88.71,3.687376729846001
sicl,2,elastic_transform,2,88.700005,4.412188901603222
cgt_isocal,2,elastic_transform,2,88.64,6.340367634594441
sicl_isocal,2,elastic_transform,2,88.8,3.278161187320947
eata,2,elastic_transform,2,88.46,6.869860346317291
sar,2,elastic_transform,2,87.840004,6.319329660236836
source,2,pixelate,0,83.94,8.577161415517331
tent,2,pixelate,0,88.55,7.0869181099534035
tent_temp,2,pixelate,0,89.020004,3.4650948815047737
sicl,2,pixelate,0,88.94,4.696095543503761
cgt_isocal,2,pixelate,0,89.04,6.06548302769661
sicl_isocal,2,pixelate,0,89.4,2.9168393766880034
eata,2,pixelate,0,87.69,7.2161070519685735
sar,2,pixelate,0,87.13,6.7874854548275465
source,2,pixelate,1,83.94,8.577156649827957
tent,2,pixelate,1,88.48,7.265700336396693
tent_temp,2,pixelate,1,88.840004,3.467981350123882
sicl,2,pixelate,1,88.54,4.452500349730252
cgt_isocal,2,pixelate,1,88.92,5.659550293684005
sicl_isocal,2,pixelate,1,88.64,2.1145900586247444
eata,2,pixelate,1,88.1,6.836125107109547
sar,2,pixelate,1,86.95,6.917703011333942
source,2,pixelate,2,83.94,8.577161622643471
tent,2,pixelate,2,88.49,7.189335357099772
tent_temp,2,pixelate,2,88.82,3.5012088385224343
sicl,2,pixelate,2,88.92,4.934529587924481
cgt_isocal,2,pixelate,2,88.85,5.890315997898579
sicl_isocal,2,pixelate,2,88.82,2.736125595271587
eata,2,pixelate,2,87.85,7.268050214797259
sar,2,pixelate,2,86.83,6.897476571500301
source,2,jpeg_compression,0,79.229996,11.510749293714762
tent,2,jpeg_compression,0,81.770004,12.000800514519213
tent_temp,2,jpeg_compression,0,82.04,7.149537862241267
sicl,2,jpeg_compression,0,81.57,6.661250091940165
cgt_isocal,2,jpeg_compression,0,82.0,8.560534899830818
sicl_isocal,2,jpeg_compression,0,82.37,4.2606037102639664
eata,2,jpeg_compression,0,79.88,12.453340054303407
sar,2,jpeg_compression,0,78.28,12.484612976461648
source,2,jpeg_compression,1,79.229996,11.510749755650759
tent,2,jpeg_compression,1,81.89,11.785155959278345
tent_temp,2,jpeg_compression,1,81.66,7.467930611968041
sicl,2,jpeg_compression,1,82.020004,6.681719498783351
cgt_isocal,2,jpeg_compression,1,82.04,9.28068351238966
sicl_isocal,2,jpeg_compression,1,81.950005,3.787181379944086
eata,2,jpeg_compression,1,79.68,12.6966197244823
sar,2,jpeg_compression,1,78.03,12.643327467143534
source,2,jpeg_compression,2,79.229996,11.510749770253897
tent,2,jpeg_compression,2,82.41,11.42501832664013
tent_temp,2,jpeg_compression,2,82.270004,6.863887061774731
sicl,2,jpeg_compression,2,81.57,6.442186289280653
cgt_isocal,2,jpeg_compression,2,82.11,8.701720350682736
sicl_isocal,2,jpeg_compression,2,82.340004,4.151097197979689
eata,2,jpeg_compression,2,79.96,12.45343623906374
sar,2,jpeg_compression,2,78.13,12.528534203767776
source,3,gaussian_noise,0,32.24,54.37398149654269
tent,3,gaussian_noise,0,78.77,14.156884442269801
tent_temp,3,gaussian_noise,0,77.29,10.312599299550056
sicl,3,gaussian_noise,0,77.95,8.16125026792288
cgt_isocal,3,gaussian_noise,0,77.65,9.163582556545736
sicl_isocal,3,gaussian_noise,0,77.97,4.208211634457111
eata,3,gaussian_noise,0,74.57,16.58080727413297
sar,3,gaussian_noise,0,73.009995,15.985150285959243
source,3,gaussian_noise,1,32.24,54.37398635044695
tent,3,gaussian_noise,1,77.15,15.571043112576008
tent_temp,3,gaussian_noise,1,77.770004,9.93040295511484
sicl,3,gaussian_noise,1,78.21,8.312499063909055
cgt_isocal,3,gaussian_noise,1,78.16,8.851952596306802
sicl_isocal,3,gaussian_noise,1,77.75,4.425291693359614
eata,3,gaussian_noise,1,75.02,16.14495454892516
sar,3,gaussian_noise,1,73.11,15.819462123811245
source,3,gaussian_noise,2,32.24,54.37398110672831
tent,3,gaussian_noise,2,77.58,15.016038078814745
tent_temp,3,gaussian_noise,2,77.81,9.636407932639122
sicl,3,gaussian_noise,2,77.740005,8.129375230371952
cgt_isocal,3,gaussian_noise,2,77.75,9.480827848911286
sicl_isocal,3,gaussian_noise,2,78.03,4.652638479918242
eata,3,gaussian_noise,2,74.74,16.36286034181714
sar,3,gaussian_noise,2,73.03,15.957071860432626
source,3,shot_noise,0,46.85,39.316265479028225
tent,3,shot_noise,0,79.95,13.564714173674583
tent_temp,3,shot_noise,0,80.28,8.554282431751489
sicl,3,shot_noise,0,80.54,6.873593681901692
cgt_isocal,3,shot_noise,0,79.59,8.876472863554955
sicl_isocal,3,shot_noise,0,80.56,4.654019283801317
eata,3,shot_noise,0,76.93,15.286663109958171
sar,3,shot_noise,0,75.39,14.883458471000194
source,3,shot_noise,1,46.85,39.316265479028225
tent,3,shot_noise,1,79.77,13.83654888480902
tent_temp,3,shot_noise,1,80.09,8.600709919333458
sicl,3,shot_noise,1,80.93,6.72218710899353
cgt_isocal,3,shot_noise,1,80.09,8.680976682305335
sicl_isocal,3,shot_noise,1,80.02,3.8336313562095166
eata,3,shot_noise,1,77.44,14.647669275104999
sar,3,shot_noise,1,75.47,14.712239591777324
source,3,shot_noise,2,46.85,39.31626404851675
tent,3,shot_noise,2,80.06,13.426740137338639
tent_temp,3,shot_noise,2,80.0,8.846173174008728
sicl,3,shot_noise,2,79.479996,6.500625606030226
cgt_isocal,3,shot_noise,2,80.01,8.508978546857835
sicl_isocal,3,shot_noise,2,80.4,4.364143061041832
eata,3,shot_noise,2,77.62,14.508933999240398
sar,3,shot_noise,2,75.37,14.84138011291623
source,3,impulse_noise,0,58.569996,27.92590346843004
tent,3,impulse_noise,0,79.6,13.684877452254296
tent_temp,3,impulse_noise,0,80.17,8.377472132742406
sicl,3,impulse_noise,0,79.67,6.834531975239516
cgt_isocal,3,impulse_noise,0,80.0,8.13763824403286
sicl_isocal,3,impulse_noise,0,79.89,4.984428461641073
eata,3,impulse_noise,0,77.12,14.768719150274991
sar,3,impulse_noise,0,75.16,14.81159645333886
source,3,impulse_noise,1,58.569996,27.925897105634213
tent,3,impulse_noise,1,80.229996,13.113247949033976
tent_temp,3,impulse_noise,1,78.979996,9.209687520563604
sicl,3,impulse_noise,1,79.99,6.916407385766507
cgt_isocal,3,impulse_noise,1,79.07,9.32866402566433
sicl_isocal,3,impulse_noise,1,79.909996,4.299301510751247
eata,3,impulse_noise,1,77.55,14.330633503347634
sar,3,impulse_noise,1,75.2,14.576969412863255
source,3,impulse_noise,2,58.569996,27.92590365618467
tent,3,impulse_noise,2,79.25,13.860322433561088
tent_temp,3,impulse_noise,2,79.52,8.819641208201649
sicl,3,impulse_noise,2,80.06,6.891563163995743
cgt_isocal,3,impulse_noise,2,79.65,9.134891309142114
sicl_isocal,3,impulse_noise,2,80.15,4.538888157829643
eata,3,impulse_noise,2,77.04,14.774897763729095
sar,3,impulse_noise,2,75.0,14.942116180211308
source,3,defocus_blur,0,83.78,9.368331106752157
tent,3,defocus_blur,0,91.869995,5.014302934110164
tent_temp,3,defocus_blur,0,92.03,2.147801955640316
sicl,3,defocus_blur,0,91.579994,3.4326559537649155
cgt_isocal,3,defocus_blur,0,91.95,4.828040470480919
sicl_isocal,3,defocus_blur,0,91.92,2.1894699907302853
eata,3,defocus_blur,0,91.25,4.922193087488413
sar,3,defocus_blur,0,90.53,4.728799492418766
source,3,defocus_blur,1,83.78,9.368331383168698
tent,3,defocus_blur,1,91.72,5.011158715486526
tent_temp,3,defocus_blur,1,91.75,2.2812875178456307
sicl,3,defocus_blur,1,91.68,3.4473432444036
cgt_isocal,3,defocus_blur,1,91.64,5.066141837537288
sicl_isocal,3,defocus_blur,1,91.86,2.1116381473839283
eata,3,defocus_blur,1,91.46999,4.6557704296708105
sar,3,defocus_blur,1,90.64,4.730168074965476
source,3,defocus_blur,2,83.78,9.368331654518844
tent,3,defocus_blur,2,91.67,5.282045565545559
tent_temp,3,defocus_blur,2,91.78,2.3291951934993267
sicl,3,defocus_blur,2,91.52,3.457657026648521
cgt_isocal,3,defocus_blur,2,91.759995,4.932350641191006
sicl_isocal,3,defocus_blur,2,91.79,2.4717359337583185
eata,3,defocus_blur,2,91.2,4.915991519093513
sar,3,defocus_blur,2,90.49,4.727235375642777
source,3,glass_blur,0,49.23,34.76061907932163
tent,3,glass_blur,0,75.38,16.73674025133252
tent_temp,3,glass_blur,0,75.67,11.050361542105675
sicl,3,glass_blur,0,75.83,8.504376687705516
cgt_isocal,3,glass_blur,0,75.840004,11.225622355937958
sicl_isocal,3,glass_blur,0,75.03,5.6309548175334925
eata,3,glass_blur,0,72.97,17.758232847899198
sar,3,glass_blur,0,71.83,16.904224453866483
source,3,glass_blur,1,49.23,34.76061939999461
tent,3,glass_blur,1,75.28,16.94226498633623
tent_temp,3,glass_blur,1,75.68,11.316569447219372
sicl,3,glass_blur,1,75.6,8.631095080077648
cgt_isocal,3,glass_blur,1,75.4,12.151682936549186
sicl_isocal,3,glass_blur,1,76.04,5.8969215336442
eata,3,glass_blur,1,73.54,17.353618648052215
sar,3,glass_blur,1,71.7,17.034232432395218
source,3,glass_blur,2,49.23,34.760619453638796
tent,3,glass_blur,2,74.74,17.412451152801513
tent_temp,3,glass_blur,2,75.06,11.856925916075706
sicl,3,glass_blur,2,74.85,8.92031310915947
cgt_isocal,3,glass_blur,2,75.48,11.993724614083767
sicl_isocal,3,glass_blur,2,75.22,5.292721575424075
eata,3,glass_blur,2,73.49,17.380674591958524
sar,3,glass_blur,2,72.01,16.837881577312945
source,3,motion_blur,0,65.17,22.018927811384202
tent,3,motion_blur,0,87.51,7.935178530961275
tent_temp,3,motion_blur,0,87.14,4.395159591436386
sicl,3,motion_blur,0,87.23,4.7473442731797695
cgt_isocal,3,motion_blur,0,86.87,7.287520178854466
sicl_isocal,3,motion_blur,0,87.44,3.2291372363269324
eata,3,motion_blur,0,86.11,8.377272647917271
sar,3,motion_blur,0,85.5,7.85271263808012
source,3,motion_blur,1,65.17,22.018927473425865
tent,3,motion_blur,1,86.88,8.542808795571327
tent_temp,3,motion_blur,1,87.02,4.444917402565479
sicl,3,motion_blur,1,87.37,5.191563529074192
cgt_isocal,3,motion_blur,1,87.159996,6.868103096485137
sicl_isocal,3,motion_blur,1,87.07,2.981454624980688
eata,3,motion_blur,1,86.49,8.156876583695412
sar,3,motion_blur,1,85.869995,7.529694121778011
source,3,motion_blur,2,65.17,22.01892782598734
tent,3,motion_blur,2,87.6,7.8908396166563035
tent_temp,3,motion_blur,2,87.36,4.2914268958568575
sicl,3,motion_blur,2,86.71,5.4118757139146325
cgt_isocal,3,motion_blur,2,87.5,6.693858418762683
sicl_isocal,3,motion_blur,2,87.36,2.6795721658319236
eata,3,motion_blur,2,86.31,8.260959489494562
sar,3,motion_blur,2,85.67,7.709578852057457
source,3,zoom_blur,0,70.4,18.318191952854395
tent,3,zoom_blur,0,89.73,6.377178420573474
tent_temp,3,zoom_blur,0,89.420006,3.129785907119513
sicl,3,zoom_blur,0,89.41,4.389218405336141
cgt_isocal,3,zoom_blur,0,89.35,5.75577203810215
sicl_isocal,3,zoom_blur,0,89.33,2.476633655875921
eata,3,zoom_blur,0,88.57,6.640112046003341
sar,3,zoom_blur,0,88.200005,6.224011437296868
source,3,zoom_blur,1,70.4,18.31818520858884
tent,3,zoom_blur,1,89.16,6.856860633194446
tent_temp,3,zoom_blur,1,89.270004,3.2363397938013074
sicl,3,zoom_blur,1,89.340004,4.302029889822006
cgt_isocal,3,zoom_blur,1,88.990005,6.157057904303074
sicl_isocal,3,zoom_blur,1,89.020004,2.830334933400154
eata,3,zoom_blur,1,88.71,6.552853900492192
sar,3,zoom_blur,1,88.0,6.2021748143434525
source,3,zoom_blur,2,70.4,18.318192531615495
tent,3,zoom_blur,2,89.86,6.170380596220493
tent_temp,3,zoom_blur,2,89.01,3.6922777627408503
sicl,3,zoom_blur,2,88.78,4.502810849845409
cgt_isocal,3,zoom_blur,2,89.64,5.428525324165821
sicl_isocal,3,zoom_blur,2,89.04,2.7460694541037083
eata,3,zoom_blur,2,88.810005,6.433121583014727
sar,3,zoom_blur,2,88.06,6.3368243962526325
source,3,snow,0,79.25,12.041608556658028
tent,3,snow,0,83.840004,10.715773904621601
tent_temp,3,snow,0,83.770004,6.214695504456759
sicl,3,snow,0,83.340004,6.679998774081468
cgt_isocal,3,snow,0,83.26,8.736157878935337
sicl_isocal,3,snow,0,83.75,3.991107504367829
eata,3,snow,0,82.25,10.976583976745605
sar,3,snow,0,80.93,10.797183692604303
source,3,snow,1,79.25,12.04160882011056
tent,3,snow,1,83.600006,10.83569406852126
tent_temp,3,snow,1,83.36,6.708700175136327
sicl,3,snow,1,83.69,6.35781355023384
cgt_isocal,3,snow,1,83.880005,8.422617956995964
sicl_isocal,3,snow,1,83.43,3.8175657901167863
eata,3,snow,1,82.25,10.976184528172016
sar,3,snow,1,80.88,10.587996096163987
source,3,snow,2,79.25,12.041604603081941
tent,3,snow,2,83.55,10.919261416494846
tent_temp,3,snow,2,83.89,6.595861810445785
sicl,3,snow,2,84.05,6.974061502516269
cgt_isocal,3,snow,2,83.64,8.644739355146886
sicl_isocal,3,snow,2,83.44,4.234357889443636
eata,3,snow,2,82.58,10.525073940455913
sar,3,snow,2,80.93,10.602366390526294
source,3,frost,0,69.08,18.575165510475635
tent,3,frost,0,83.23,11.086907003223896
tent_temp,3,frost,0,82.93,7.067630736678838
sicl,3,frost,0,83.04,5.842812190055848
cgt_isocal,3,frost,0,83.51,8.527419519722462
sicl_isocal,3,frost,0,82.9,3.752053945362568
eata,3,frost,0,81.45,11.465094225406647
sar,3,frost,0,80.229996,10.999898996800185
source,3,frost,1,69.08,18.575165233165023
tent,3,frost,1,82.57,11.586132051944732
tent_temp,3,frost,1,82.64,7.23053537517786
sicl,3,frost,1,83.41,6.004845729470253
cgt_isocal,3,frost,1,83.19,8.592534773349762
sicl_isocal,3,frost,1,83.73,3.3557259011268616
eata,3,frost,1,81.78,11.232738996893165
sar,3,frost,1,80.19,11.08075194299221
source,3,frost,2,69.08,18.575165547430515
tent,3,frost,2,83.03,11.334246372282506
tent_temp,3,frost,2,83.130005,6.913206565529108
sicl,3,frost,2,83.26,6.048123096823692
cgt_isocal,3,frost,2,83.62,8.271225683093071
sicl_isocal,3,frost,2,82.9,3.6885742445290095
eata,3,frost,2,81.52,11.511963133513929
sar,3,frost,2,80.45,10.827456230819225
source,3,fog,0,87.43,6.807913071811199
tent,3,fog,0,90.520004,5.900586059689522
tent_temp,3,fog,0,90.74,2.717867586314678
sicl,3,fog,0,90.35,3.9954698102176187
cgt_isocal,3,fog,0,90.32,5.882911261022091
sicl_isocal,3,fog,0,90.47,2.3096556655317544
eata,3,fog,0,89.990005,5.735673333406448
sar,3,fog,0,89.630005,5.195885706841946
source,3,fog,1,87.43,6.807913045883179
tent,3,fog,1,90.81,5.5723099146783355
tent_temp,3,fog,1,90.47,3.018361552357674
sicl,3,fog,1,90.49,4.1615632599592205
cgt_isocal,3,fog,1,90.340004,5.6798230525851245
sicl_isocal,3,fog,1,90.53,2.844434362724423
eata,3,fog,1,89.97,5.969351765215397
sar,3,fog,1,89.450005,5.433589144051075
source,3,fog,2,87.43,6.807913250029088
tent,3,fog,2,90.41,5.907854948937893
tent_temp,3,fog,2,90.53,2.974326906502247
sicl,3,fog,2,90.45,4.303124301433563
cgt_isocal,3,fog,2,91.06,5.3744482982158654
sicl_isocal,3,fog,2,90.33,2.396355436593294
eata,3,fog,2,90.07,5.725567208230496
sar,3,fog,2,89.28,5.519208616912365
source,3,brightness,0,91.93,4.155248785614968
tent,3,brightness,0,91.399994,5.30973986506462
tent_temp,3,brightness,0,91.68,2.391808254420757
sicl,3,brightness,0,92.1,3.9125021171569823
cgt_isocal,3,brightness,0,91.78,4.986377892494202
sicl_isocal,3,brightness,0,91.79,1.7522673110291362
eata,3,brightness,0,91.13,4.9881005951762205
sar,3,brightness,0,90.3,4.828996259272099
source,3,brightness,1,91.93,4.155248636305332
tent,3,brightness,1,91.509995,5.185204956233501
tent_temp,3,brightness,1,91.78,2.1234393922984602
sicl,3,brightness,1,91.799995,3.525470514893532
cgt_isocal,3,brightness,1,92.0,4.623539202809334
sicl_isocal,3,brightness,1,91.56,2.2372598204016687
eata,3,brightness,1,91.2,4.94699212372303
sar,3,brightness,1,90.59,4.4485738502442835
source,3,brightness,2,91.93,4.155248788297176
tent,3,brightness,2,91.43,5.3816256704926495
tent_temp,3,brightness,2,91.6,2.4108809702098366
sicl,3,brightness,2,91.59,3.471562430262566
cgt_isocal,3,brightness,2,91.829994,4.970795889496803
sicl_isocal,3,brightness,2,92.03,2.472946138083935
eata,3,brightness,2,91.25,4.893697710633278
sar,3,brightness,2,90.53,4.571945525407791
source,3,contrast,0,78.39,12.735046215057372
tent,3,contrast,0,89.740005,6.788941307514906
tent_temp,3,contrast,0,90.0,3.302254983484745
sicl,3,contrast,0,89.98,4.092813369780779
cgt_isocal,3,contrast,0,88.85,7.725719610750676
sicl_isocal,3,contrast,0,89.51,1.7422960552573203
eata,3,contrast,0,88.78,6.8076879735291005
sar,3,contrast,0,88.69,5.069943403601647
source,3,contrast,1,78.39,12.73504240423441
tent,3,contrast,1,88.590004,7.860764819085597
tent_temp,3,contrast,1,87.58,5.929005563408136
sicl,3,contrast,1,89.54,5.000781975984574
cgt_isocal,3,contrast,1,89.29,7.223067900836468
sicl_isocal,3,contrast,1,89.380005,2.2548392708599567
eata,3,contrast,1,89.01,6.5610460819303995
sar,3,contrast,1,88.47,5.403166893124581
source,3,contrast,2,78.39,12.735046132802964
tent,3,contrast,2,89.64,6.8288139370083805
tent_temp,3,contrast,2,88.5,4.934466236531734
sicl,3,contrast,2,89.18,4.94812456265092
cgt_isocal,3,contrast,2,88.94,7.472514430582524
sicl_isocal,3,contrast,2,89.1,3.0765578781068323
eata,3,contrast,2,88.73,6.967212752997876
sar,3,contrast,2,88.35,5.374236699044705
source,3,elastic_transform,0,81.43,10.588110034763812
tent,3,elastic_transform,0,87.65,7.956972041279077
tent_temp,3,elastic_transform,0,88.25,3.7144465817511083
sicl,3,elastic_transform,0,87.62,5.2681251206994055
cgt_isocal,3,elastic_transform,0,87.82,6.7921802276372905
sicl_isocal,3,elastic_transform,0,87.89,3.3285471808910367
eata,3,elastic_transform,0,87.08,7.734022563695908
sar,3,elastic_transform,0,86.49,7.151353615671397
source,3,elastic_transform,1,81.43,10.588114858865739
tent,3,elastic_transform,1,87.840004,7.692802562862634
tent_temp,3,elastic_transform,1,87.91,3.870803748220206
sicl,3,elastic_transform,1,88.22,5.259062055647373
cgt_isocal,3,elastic_transform,1,88.14,6.636089678704739
sicl_isocal,3,elastic_transform,1,87.79,3.6149950602650636
eata,3,elastic_transform,1,87.42,7.384722815752029
sar,3,elastic_transform,1,86.5,6.964944964647294
source,3,elastic_transform,2,81.43,10.588109938204287
tent,3,elastic_transform,2,88.21,7.391616958677768
tent_temp,3,elastic_transform,2,87.42,4.559774073958397
sicl,3,elastic_transform,2,87.96,5.1692201396822925
cgt_isocal,3,elastic_transform,2,88.5,5.994036446213722
sicl_isocal,3,elastic_transform,2,88.01,3.233237236887217
eata,3,elastic_transform,2,87.39,7.35964338377118
sar,3,elastic_transform,2,86.47,7.137421014010906
source,3,pixelate,0,78.78,11.962802437096833
tent,3,pixelate,0,88.270004,7.263385702669621
tent_temp,3,pixelate,0,88.43,3.7467384243011477
sicl,3,pixelate,0,88.16,4.705935999155045
cgt_isocal,3,pixelate,0,88.21,6.462523042559623
sicl_isocal,3,pixelate,0,88.4,3.2897785945981735
eata,3,pixelate,0,86.9,7.729449454545975
sar,3,pixelate,0,86.15,7.350728458464145
source,3,pixelate,1,78.78,11.962803200334312
tent,3,pixelate,1,88.24,7.4034489822387695
tent_temp,3,pixelate,1,87.85,4.060217469632625
sicl,3,pixelate,1,88.25,4.563750059902668
cgt_isocal,3,pixelate,1,88.14,6.380910527706146
sicl_isocal,3,pixelate,1,87.6,2.725057166367769
eata,3,pixelate,1,86.97,7.732686250060797
sar,3,pixelate,1,86.1,7.216462765187027
source,3,pixelate,2,78.78,11.96280213907361
tent,3,pixelate,2,87.86,7.725486630648374
