mode,severity,corruption,seed,acc,ece
tent_temp,3,pixelate,2,88.12,3.779063196331262
sicl,3,pixelate,2,87.78,4.503281096667052
cgt_isocal,3,pixelate,2,88.07,6.586586684286594
sicl_isocal,3,pixelate,2,88.39,3.436432469934224
eata,3,pixelate,2,87.25,7.628096425235271
sar,3,pixelate,2,86.049995,7.30842855796218
source,3,jpeg_compression,0,77.82,11.945936046540737
tent,3,jpeg_compression,0,80.93,12.46533827036619
tent_temp,3,jpeg_compression,0,80.74,7.54546246483922
sicl,3,jpeg_compression,0,80.34,6.838437686562537
cgt_isocal,3,jpeg_compression,0,80.44,9.53045548349619
sicl_isocal,3,jpeg_compression,0,80.74,4.689690528810024
eata,3,jpeg_compression,0,78.14,13.787180624008178
sar,3,jpeg_compression,0,76.24,13.638363147079946
source,3,jpeg_compression,1,77.82,11.94594359457493
tent,3,jpeg_compression,1,80.79,12.472260911613702
tent_temp,3,jpeg_compression,1,80.02,8.38951719045639
sicl,3,jpeg_compression,1,80.26,6.5382804633677
cgt_isocal,3,jpeg_compression,1,80.17,9.63210521042347
sicl_isocal,3,jpeg_compression,1,80.84,4.306979652643203
eata,3,jpeg_compression,1,78.38,13.339500663131476
sar,3,jpeg_compression,1,76.18,13.80838989943266
source,3,jpeg_compression,2,77.82,11.945944049060344
tent,3,jpeg_compression,2,80.56,12.770726265907289
tent_temp,3,jpeg_compression,2,79.79,8.506475065499544
sicl,3,jpeg_compression,2,79.95,7.109376380443573
cgt_isocal,3,jpeg_compression,2,80.46,9.031799317896365
sicl_isocal,3,jpeg_compression,2,79.799995,4.37504257619381
eata,3,jpeg_compression,2,77.91,13.995364980101584
sar,3,jpeg_compression,2,76.1,13.705057411789895
source,4,gaussian_noise,0,25.619999,61.99242308065295
tent,4,gaussian_noise,0,75.8,16.151593136191366
tent_temp,4,gaussian_noise,0,74.93,11.3826167447865
sicl,4,gaussian_noise,0,74.62,7.2693760766088955
cgt_isocal,4,gaussian_noise,0,75.32,8.60313880354166
sicl_isocal,4,gaussian_noise,0,75.46,5.44424634873867
eata,4,gaussian_noise,0,71.200005,19.07609375670552
sar,4,gaussian_noise,0,69.53,18.52842651471496
source,4,gaussian_noise,1,25.619999,61.99242343559861
tent,4,gaussian_noise,1,74.78,17.084480204433202
tent_temp,4,gaussian_noise,1,74.77,11.731683189570903
sicl,4,gaussian_noise,1,75.29,7.153595215529203
cgt_isocal,4,gaussian_noise,1,75.49,9.817839767634869
sicl_isocal,4,gaussian_noise,1,74.63,5.371592741161584
eata,4,gaussian_noise,1,71.5,18.988656354844572
sar,4,gaussian_noise,1,69.13,18.92284903407097
source,4,gaussian_noise,2,25.619999,61.99242318555712
tent,4,gaussian_noise,2,75.42,16.591063696742058
tent_temp,4,gaussian_noise,2,75.03,11.308238016963005
sicl,4,gaussian_noise,2,75.16,7.258748953193426
cgt_isocal,4,gaussian_noise,2,75.22,9.87906159222126
sicl_isocal,4,gaussian_noise,2,75.22,4.326592022627592
eata,4,gaussian_noise,2,71.55,18.698532268702984
sar,4,gaussian_noise,2,69.39,18.838377468138933
source,4,shot_noise,0,38.100002,48.152744535207745
tent,4,shot_noise,0,78.09,14.751851565539836
tent_temp,4,shot_noise,0,78.72,9.33519776135683
sicl,4,shot_noise,0,78.95,7.218907171487808
cgt_isocal,4,shot_noise,0,78.71,7.584475885033608
sicl_isocal,4,shot_noise,0,79.32,4.27622313670814
eata,4,shot_noise,0,75.58,15.779505323767662
sar,4,shot_noise,0,73.17,15.92479829609394
source,4,shot_noise,1,38.100002,48.15274812847376
tent,4,shot_noise,1,78.64,14.425235664993524
tent_temp,4,shot_noise,1,78.96999,9.134213341474535
sicl,4,shot_noise,1,78.25,6.890939117968083
cgt_isocal,4,shot_noise,1,78.020004,8.526475229561328
sicl_isocal,4,shot_noise,1,78.659996,4.488840136826039
eata,4,shot_noise,1,75.11,16.058786396086216
sar,4,shot_noise,1,73.119995,16.126512576937674
source,4,shot_noise,2,38.100002,48.15274493008852
tent,4,shot_noise,2,78.72,14.013259168863296
tent_temp,4,shot_noise,2,78.99,9.066557249128818
sicl,4,shot_noise,2,79.189995,6.462030559629203
cgt_isocal,4,shot_noise,2,78.85,8.422293430566787
sicl_isocal,4,shot_noise,2,78.689995,4.168052119910717
eata,4,shot_noise,2,75.76,15.659376072287563
sar,4,shot_noise,2,73.11,16.01337884053588
source,4,impulse_noise,0,33.57,51.71660970807075
tent,4,impulse_noise,0,73.049995,18.402301130592825
tent_temp,4,impulse_noise,0,72.34,13.193194536864755
sicl,4,impulse_noise,0,72.32,8.736406857669353
cgt_isocal,4,impulse_noise,0,71.91,10.711478784531353
sicl_isocal,4,impulse_noise,0,71.78,6.621241651326418
eata,4,impulse_noise,0,68.93,20.645908242762086
sar,4,impulse_noise,0,67.17,20.081325770020484
source,4,impulse_noise,1,33.57,51.71660962104797
tent,4,impulse_noise,1,72.24,19.259501986205578
tent_temp,4,impulse_noise,1,72.0,13.310009250491856
sicl,4,impulse_noise,1,71.41,8.676718160659075
cgt_isocal,4,impulse_noise,1,71.93,10.451501492261887
sicl_isocal,4,impulse_noise,1,71.62,5.462897464632988
eata,4,impulse_noise,1,69.01,20.679933699816466
sar,4,impulse_noise,1,66.829994,20.5082261672616
source,4,impulse_noise,2,33.57,51.71660965025424
tent,4,impulse_noise,2,72.07,19.24090589404106
tent_temp,4,impulse_noise,2,71.65,14.129516749829055
sicl,4,impulse_noise,2,72.42,8.281561332046985
cgt_isocal,4,impulse_noise,2,72.579994,10.712531858086583
sicl_isocal,4,impulse_noise,2,72.22,5.723204063177109
eata,4,impulse_noise,2,68.61,21.003312169015405
sar,4,impulse_noise,2,66.939995,20.4228971773386
source,4,defocus_blur,0,69.79,18.93701494887471
tent,4,defocus_blur,0,90.05,6.243743584156036
tent_temp,4,defocus_blur,0,90.43,2.7354045662283895
sicl,4,defocus_blur,0,90.14,4.0445293535292155
cgt_isocal,4,defocus_blur,0,89.75,5.966066395938396
sicl_isocal,4,defocus_blur,0,89.79,2.5885800206661225
eata,4,defocus_blur,0,89.33,6.205346086919308
sar,4,defocus_blur,0,88.72,5.75069951429963
source,4,defocus_blur,1,69.79,18.937014422267676
tent,4,defocus_blur,1,89.850006,6.448514355421067
tent_temp,4,defocus_blur,1,89.850006,3.248777762055397
sicl,4,defocus_blur,1,89.97,4.084374341666699
cgt_isocal,4,defocus_blur,1,89.810005,5.6813751175999645
sicl_isocal,4,defocus_blur,1,89.76,2.4910033494979147
eata,4,defocus_blur,1,89.560005,5.971837195456028
sar,4,defocus_blur,1,88.83,5.658085804581643
source,4,defocus_blur,2,69.79,18.937014743834734
tent,4,defocus_blur,2,90.200005,6.0533404281735415
tent_temp,4,defocus_blur,2,89.98,2.9616295659542082
sicl,4,defocus_blur,2,89.520004,3.890000813603401
cgt_isocal,4,defocus_blur,2,89.87,5.6130715504288675
sicl_isocal,4,defocus_blur,2,89.86,2.5761433391273023
eata,4,defocus_blur,2,89.47,5.966834291815758
sar,4,defocus_blur,2,88.86,5.6696930152177805
source,4,glass_blur,0,34.75,48.80217960372567
tent,4,glass_blur,0,65.65,24.32705626100302
tent_temp,4,glass_blur,0,65.41,17.97783492103219
sicl,4,glass_blur,0,66.42,10.2265621137619
cgt_isocal,4,glass_blur,0,66.86,14.044337972402573
sicl_isocal,4,glass_blur,0,66.81,7.6398261523246775
eata,4,glass_blur,0,63.15,25.047460362613204
sar,4,glass_blur,0,61.760002,24.062452346980574
source,4,glass_blur,1,34.75,48.8021790458262
tent,4,glass_blur,1,65.42,24.635814764350656
tent_temp,4,glass_blur,1,66.54,16.852781708389518
sicl,4,glass_blur,1,66.2,10.746719837784765
cgt_isocal,4,glass_blur,1,65.04,15.44537333071232
sicl_isocal,4,glass_blur,1,66.21,7.707240278869867
eata,4,glass_blur,1,62.980003,25.086255019158127
sar,4,glass_blur,1,61.35,24.52173022314906
source,4,glass_blur,2,34.75,48.80217907086015
tent,4,glass_blur,2,65.21,24.752925905287267
tent_temp,4,glass_blur,2,66.159996,17.235502691566946
sicl,4,glass_blur,2,65.3,11.177500826716425
cgt_isocal,4,glass_blur,2,65.84,14.100810202062132
sicl_isocal,4,glass_blur,2,65.8,8.227418967485429
eata,4,glass_blur,2,63.08,25.104483793079858
sar,4,glass_blur,2,61.4,24.55667069837451
source,4,motion_blur,0,65.17,22.28889227747917
tent,4,motion_blur,0,87.76,7.566064092814923
tent_temp,4,motion_blur,0,87.45,4.094787703752517
sicl,4,motion_blur,0,87.33,5.242501861602069
cgt_isocal,4,motion_blur,0,87.03,6.877799334526062
sicl_isocal,4,motion_blur,0,87.05,2.9892666923999784
eata,4,motion_blur,0,86.26,8.07086458325386
sar,4,motion_blur,0,85.61,7.563355296552182
source,4,motion_blur,1,65.17,22.288891739249227
tent,4,motion_blur,1,87.05,8.2649286916852
tent_temp,4,motion_blur,1,87.11,4.341166357696056
sicl,4,motion_blur,1,87.29,5.308906274139881
cgt_isocal,4,motion_blur,1,87.66,6.369779400825501
sicl_isocal,4,motion_blur,1,87.17,2.8058980330824856
eata,4,motion_blur,1,86.479996,7.84147201180458
sar,4,motion_blur,1,85.86,7.2961544510722165
source,4,motion_blur,2,65.17,22.288891052007674
tent,4,motion_blur,2,87.35,7.926643441021442
tent_temp,4,motion_blur,2,87.48,4.1118761672079565
sicl,4,motion_blur,2,87.33,5.804061121940612
cgt_isocal,4,motion_blur,2,87.18,6.90578001409769
sicl_isocal,4,motion_blur,2,87.51,2.94092730730772
eata,4,motion_blur,2,86.35,8.014774010777472
sar,4,motion_blur,2,85.84,7.554178916960955
source,4,zoom_blur,0,62.690002,24.373493201881647
tent,4,zoom_blur,0,88.93,6.719050250947475
tent_temp,4,zoom_blur,0,88.55,3.4652298925817013
sicl,4,zoom_blur,0,88.25,4.805000465214252
cgt_isocal,4,zoom_blur,0,88.53,6.178530634641647
sicl_isocal,4,zoom_blur,0,88.48,2.9257306517660617
eata,4,zoom_blur,0,87.38,7.325131951570511
sar,4,zoom_blur,0,86.69,7.112636143118142
source,4,zoom_blur,1,62.690002,24.373494837135073
tent,4,zoom_blur,1,88.35,7.333916835188865
tent_temp,4,zoom_blur,1,88.4,3.400322833061218
sicl,4,zoom_blur,1,88.69,4.807655903697014
cgt_isocal,4,zoom_blur,1,88.200005,6.554982160329819
sicl_isocal,4,zoom_blur,1,88.05,3.509972158521414
eata,4,zoom_blur,1,87.87,6.981308465301991
sar,4,zoom_blur,1,86.95,6.780309034138917
source,4,zoom_blur,2,62.690002,24.373493862897156
tent,4,zoom_blur,2,88.86,6.736296180188655
tent_temp,4,zoom_blur,2,88.12,3.937121493965387
sicl,4,zoom_blur,2,87.57,4.818905099183321
cgt_isocal,4,zoom_blur,2,88.44,6.125595514774322
sicl_isocal,4,zoom_blur,2,88.36,2.8809692307934167
eata,4,zoom_blur,2,87.54,7.233726578354836
sar,4,zoom_blur,2,86.59,7.158565296530724
source,4,snow,0,76.83,13.618129440099002
tent,4,snow,0,81.39,12.392013570070267
tent_temp,4,snow,0,81.4,7.657693041414023
sicl,4,snow,0,80.729996,6.973124202787877
cgt_isocal,4,snow,0,81.34,8.995186134278773
sicl_isocal,4,snow,0,81.23,5.048572949916124
eata,4,snow,0,79.67,12.7979498295486
sar,4,snow,0,78.61,12.25846834242344
source,4,snow,1,76.83,13.618125338703397
tent,4,snow,1,81.67,11.990674324929714
tent_temp,4,snow,1,81.03,7.976251084804535
sicl,4,snow,1,81.71,6.820781747400762
cgt_isocal,4,snow,1,81.13,9.647768413722515
sicl_isocal,4,snow,1,81.49,4.043794525116682
eata,4,snow,1,79.979996,12.476654122918845
sar,4,snow,1,78.26,12.842174797654154
source,4,snow,2,76.83,13.618129199892282
tent,4,snow,2,80.98,12.697262001931668
tent_temp,4,snow,2,82.090004,6.900434983372689
sicl,4,snow,2,81.21,7.038280447125435
cgt_isocal,4,snow,2,82.21,8.697059814333917
sicl_isocal,4,snow,2,81.32,4.401962027400732
eata,4,snow,2,79.52,13.046737778484822
sar,4,snow,2,78.36,12.675816541314125
source,4,frost,0,66.22,20.681602675169707
tent,4,frost,0,82.72,11.289939622730017
tent_temp,4,frost,0,82.78,7.103057528734208
sicl,4,frost,0,82.96,6.624532548487186
cgt_isocal,4,frost,0,82.94,8.24755178272724
sicl_isocal,4,frost,0,82.29,3.7988712020218376
eata,4,frost,0,81.2,11.662470894157886
sar,4,frost,0,79.939995,11.335504079461098
source,4,frost,1,66.22,20.681607078760862
tent,4,frost,1,82.83,11.416098277568816
tent_temp,4,frost,1,82.740005,7.108466862291098
sicl,4,frost,1,83.14,6.972030155658721
cgt_isocal,4,frost,1,83.11,7.853334519565106
sicl_isocal,4,frost,1,82.520004,4.391573760509491
eata,4,frost,1,81.56,11.375384608507154
sar,4,frost,1,79.89,11.341175045967104
source,4,frost,2,66.22,20.68160251125693
tent,4,frost,2,81.950005,12.031627457141877
tent_temp,4,frost,2,82.18,7.536001303791999
sicl,4,frost,2,82.630005,5.693438517451288
cgt_isocal,4,frost,2,83.16,8.60885752350092
sicl_isocal,4,frost,2,83.090004,3.65349663130939
eata,4,frost,2,81.03,11.876059352755547
sar,4,frost,2,80.02,11.256543714106083
source,4,fog,0,82.340004,10.241817150712013
tent,4,fog,0,89.48,6.523319936543704
tent_temp,4,fog,0,89.22,3.435672730952502
sicl,4,fog,0,89.240005,4.428437723219395
cgt_isocal,4,fog,0,89.94,5.324692234992981
sicl_isocal,4,fog,0,89.36,2.6614469081163405
eata,4,fog,0,88.66,6.51193108022213
sar,4,fog,0,87.67,6.560864069610833
source,4,fog,1,82.340004,10.241812746524811
tent,4,fog,1,89.18,6.8076771406829355
tent_temp,4,fog,1,88.840004,3.8155294755101203
sicl,4,fog,1,89.35,4.590155062824488
cgt_isocal,4,fog,1,88.92,6.493256796598434
sicl_isocal,4,fog,1,89.43,2.3196643820405005
eata,4,fog,1,88.380005,6.793151754140854
sar,4,fog,1,87.87,6.279562397003175
source,4,fog,2,82.340004,10.241811904013156
tent,4,fog,2,88.92,6.956775132715702
tent_temp,4,fog,2,89.590004,3.1726265966892244
sicl,4,fog,2,89.41,4.5590614768862725
cgt_isocal,4,fog,2,89.58,5.900927388966084
sicl_isocal,4,fog,2,89.240005,2.488637899309396
eata,4,fog,2,88.4,6.864776398688555
sar,4,fog,2,87.66,6.380761038511992
source,4,brightness,0,90.99,4.831691025495529
tent,4,brightness,0,90.97,5.4885888563096525
tent_temp,4,brightness,0,91.08,2.6109950332343574
sicl,4,brightness,0,91.259995,3.6573455049097534
cgt_isocal,4,brightness,0,91.329994,5.243089892268181
sicl_isocal,4,brightness,0,91.27,2.2476611182093618
eata,4,brightness,0,90.5,5.531838053762914
sar,4,brightness,0,89.75,5.189436096400023
source,4,brightness,1,90.99,4.831690576076507
tent,4,brightness,1,91.27,5.305039337873459
tent_temp,4,brightness,1,91.149994,2.371841118186712
sicl,4,brightness,1,91.46,3.880937954038382
cgt_isocal,4,brightness,1,91.509995,4.967017639875412
sicl_isocal,4,brightness,1,91.0,1.9337235502898693
eata,4,brightness,1,90.7,5.305369666218757
sar,4,brightness,1,90.22,4.770978254824877
source,4,brightness,2,90.99,4.831690464019775
tent,4,brightness,2,90.979996,5.538605607450008
tent_temp,4,brightness,2,90.95,2.5728122694790363
sicl,4,brightness,2,91.049995,3.365469770878554
cgt_isocal,4,brightness,2,91.46,5.143756106197834
sicl_isocal,4,brightness,2,91.399994,2.3986850063502785
eata,4,brightness,2,90.7,5.214728312045336
sar,4,brightness,2,89.9,5.07141710460186
source,4,contrast,0,61.42,24.837578868418937
tent,4,contrast,0,87.26,9.143652543127537
tent_temp,4,contrast,0,87.87,5.370078296363354
sicl,4,contrast,0,87.65,5.997030771225691
cgt_isocal,4,contrast,0,88.11,8.117137137353419
sicl_isocal,4,contrast,0,86.63,4.236931643187999
eata,4,contrast,0,87.33,7.808224232196808
sar,4,contrast,0,87.23,5.951152883768082
source,4,contrast,1,61.42,24.837585539966824
tent,4,contrast,1,86.89,9.372132192701102
tent_temp,4,contrast,1,87.94,5.2459998115897175
sicl,4,contrast,1,88.39,5.6409353303909295
cgt_isocal,4,contrast,1,88.48,7.581081413924694
sicl_isocal,4,contrast,1,87.37,3.8201497530937196
eata,4,contrast,1,87.37,7.940762248784304
sar,4,contrast,1,87.37,5.877723860889674
source,4,contrast,2,61.42,24.83757908388972
tent,4,contrast,2,87.85,8.349534331262113
tent_temp,4,contrast,2,86.71,6.3410440045595164
sicl,4,contrast,2,87.56,4.883435755223036
cgt_isocal,4,contrast,2,86.94,9.299146405756474
sicl_isocal,4,contrast,2,87.89,3.3397658212482932
eata,4,contrast,2,87.25,8.517408846616744
sar,4,contrast,2,87.15,6.000184877961874
source,4,elastic_transform,0,73.82,15.35147005304694
tent,4,elastic_transform,0,82.520004,11.093289344608785
tent_temp,4,elastic_transform,0,82.78,6.3007152399420745
sicl,4,elastic_transform,0,82.93,6.33827983275056
cgt_isocal,4,elastic_transform,0,82.6,8.357491205930708
sicl_isocal,4,elastic_transform,0,82.79,4.7949542845040565
eata,4,elastic_transform,0,81.37,11.521484176814557
sar,4,elastic_transform,0,80.659996,10.736633814573288
source,4,elastic_transform,1,73.82,15.351469366103409
tent,4,elastic_transform,1,82.65,10.967066111117601
tent_temp,4,elastic_transform,1,82.93,6.100338576436043
sicl,4,elastic_transform,1,82.340004,6.919220066815615
cgt_isocal,4,elastic_transform,1,82.62,8.515175492167472
sicl_isocal,4,elastic_transform,1,82.71,3.6406693692505363
eata,4,elastic_transform,1,81.71,11.287997724115849
sar,4,elastic_transform,1,80.44,10.880211589634417
source,4,elastic_transform,2,73.82,15.351469587236643
tent,4,elastic_transform,2,82.03,11.540672579109668
tent_temp,4,elastic_transform,2,82.98,6.367458655238152
sicl,4,elastic_transform,2,82.39,6.836092708408834
cgt_isocal,4,elastic_transform,2,82.86,8.481088632047177
sicl_isocal,4,elastic_transform,2,82.840004,4.162618489414453
eata,4,elastic_transform,2,81.64,11.22177658110857
sar,4,elastic_transform,2,80.64,10.742567942738532
source,4,pixelate,0,59.45,27.287852197289464
tent,4,pixelate,0,85.549995,9.253470241129397
tent_temp,4,pixelate,0,86.159996,4.734728452563286
sicl,4,pixelate,0,85.89,5.450936914384365
cgt_isocal,4,pixelate,0,85.68,7.287080059945583
sicl_isocal,4,pixelate,0,85.439995,3.3311506018042567
eata,4,pixelate,0,83.91,9.594243739545345
sar,4,pixelate,0,82.14,9.677052577733994
source,4,pixelate,1,59.45,27.28784923613071
tent,4,pixelate,1,85.25,9.420604096353054
tent_temp,4,pixelate,1,84.92,5.601069784909487
sicl,4,pixelate,1,86.04,5.993280338048936
cgt_isocal,4,pixelate,1,85.21999,7.316060386896134
sicl_isocal,4,pixelate,1,85.63,3.503559130728244
eata,4,pixelate,1,83.48,9.974397861510514
sar,4,pixelate,1,82.35,9.335624326616527
source,4,pixelate,2,59.45,27.287851660549645
tent,4,pixelate,2,85.74,9.088207077533008
tent_temp,4,pixelate,2,85.32,5.464851687848568
sicl,4,pixelate,2,85.2,6.103125641644001
cgt_isocal,4,pixelate,2,85.59,7.189425605535507
sicl_isocal,4,pixelate,2,85.54,3.5253755889832976
eata,4,pixelate,2,83.630005,10.05316605091095
sar,4,pixelate,2,82.15,9.707887171506883
source,4,jpeg_compression,0,74.43,14.745668203532697
tent,4,jpeg_compression,0,78.21,14.743086090385916
tent_temp,4,jpeg_compression,0,78.32,9.617377535998822
sicl,4,jpeg_compression,0,78.75,7.33374931141734
cgt_isocal,4,jpeg_compression,0,78.64,9.99724816352129
sicl_isocal,4,jpeg_compression,0,78.88,4.612378235310316
eata,4,jpeg_compression,0,75.72,15.733258216679097
sar,4,jpeg_compression,0,73.689995,15.686656346321106
source,4,jpeg_compression,1,74.43,14.745668133199215
tent,4,jpeg_compression,1,78.36,14.59046861022711
tent_temp,4,jpeg_compression,1,77.840004,9.906096817702055
sicl,4,jpeg_compression,1,79.43,7.5621886853873725
cgt_isocal,4,jpeg_compression,1,77.96,10.507204296886922
sicl_isocal,4,jpeg_compression,1,77.94,4.2518544217199095
eata,4,jpeg_compression,1,75.91,15.492013811916113
sar,4,jpeg_compression,1,73.71,15.682628504633902
source,4,jpeg_compression,2,74.43,14.745672242939472
tent,4,jpeg_compression,2,78.49,14.454912703037262
tent_temp,4,jpeg_compression,2,78.11,9.712069277018308
sicl,4,jpeg_compression,2,77.75,7.640780124813318
cgt_isocal,4,jpeg_compression,2,77.71,10.958691484332086
sicl_isocal,4,jpeg_compression,2,78.93,4.6134410743415355
eata,4,jpeg_compression,2,75.89,15.693929100632667
sar,4,jpeg_compression,2,73.96,15.601408058702948
source,5,gaussian_noise,0,21.199999,67.62442492753267
tent,5,gaussian_noise,0,73.079994,18.49391541942954
tent_temp,5,gaussian_noise,0,72.13,13.35798970580101
sicl,5,gaussian_noise,0,72.56,8.163594409376381
cgt_isocal,5,gaussian_noise,0,73.409996,9.249590774178508
sicl_isocal,5,gaussian_noise,0,72.95,6.147758214026689
eata,5,gaussian_noise,0,69.16,20.38755242824554
sar,5,gaussian_noise,0,66.39,20.708795254826544
source,5,gaussian_noise,1,21.199999,67.62442943632603
tent,5,gaussian_noise,1,72.39,19.099162786602975
tent_temp,5,gaussian_noise,1,72.01,13.322030107080938
sicl,5,gaussian_noise,1,72.85,8.328438258767127
cgt_isocal,5,gaussian_noise,1,72.78,9.499086509943007
sicl_isocal,5,gaussian_noise,1,72.689995,5.230597948767246
eata,5,gaussian_noise,1,68.48,21.10899021089077
sar,5,gaussian_noise,1,66.439995,20.86057051986456
source,5,gaussian_noise,2,21.199999,67.62442881226539
tent,5,gaussian_noise,2,72.95,18.38441187605262
tent_temp,5,gaussian_noise,2,72.899994,12.615726876854897
sicl,5,gaussian_noise,2,72.53,8.328748555034398
cgt_isocal,5,gaussian_noise,2,72.71999,9.888520920574665
sicl_isocal,5,gaussian_noise,2,72.64,5.483061441481113
eata,5,gaussian_noise,2,69.28,20.428578077405692
sar,5,gaussian_noise,2,66.14,20.97956914037466
source,5,shot_noise,0,25.66,61.71022707745433
tent,5,shot_noise,0,74.0,18.028209026306868
tent_temp,5,shot_noise,0,75.1,11.257870169878007
sicl,5,shot_noise,0,74.93,7.72609465584159
cgt_isocal,5,shot_noise,0,74.6,8.56173656642437
sicl_isocal,5,shot_noise,0,74.83,4.794142646640539
eata,5,shot_noise,0,70.35,19.7881376247108
sar,5,shot_noise,0,67.7,19.931033860594034
source,5,shot_noise,1,25.66,61.71022665783763
tent,5,shot_noise,1,75.17,16.96236204072833
tent_temp,5,shot_noise,1,74.51,12.053042404800655
sicl,5,shot_noise,1,75.13,7.498749622255563
cgt_isocal,5,shot_noise,1,73.869995,9.662211775183678
sicl_isocal,5,shot_noise,1,74.85,5.094206141978503
eata,5,shot_noise,1,70.93,19.212497710883618
sar,5,shot_noise,1,67.83,19.876868042945862
source,5,shot_noise,2,25.66,61.71022707149386
tent,5,shot_noise,2,74.75,17.122596676796675
tent_temp,5,shot_noise,2,74.62,11.601092438697815
sicl,5,shot_noise,2,74.84,8.08843786329031
cgt_isocal,5,shot_noise,2,74.84,8.653139908611776
sicl_isocal,5,shot_noise,2,74.63,4.599464698880911
eata,5,shot_noise,2,70.340004,19.77803892597556
sar,5,shot_noise,2,67.65,19.86724720671773
source,5,impulse_noise,0,18.32,70.34980073183775
tent,5,impulse_noise,0,67.36,22.47560082823038
tent_temp,5,impulse_noise,0,67.5,15.673834880515933
sicl,5,impulse_noise,0,66.28999,8.898906657844782
cgt_isocal,5,impulse_noise,0,67.43,10.012611861974001
sicl_isocal,5,impulse_noise,0,66.6,5.25598714247346
eata,5,impulse_noise,0,63.090004,24.91362833738327
sar,5,impulse_noise,0,60.89,24.21902392178774
source,5,impulse_noise,1,18.32,70.34980002641677
tent,5,impulse_noise,1,66.46999,23.351889209896328
tent_temp,5,impulse_noise,1,66.32,16.766681279838085
sicl,5,impulse_noise,1,66.74,9.569530091434718
cgt_isocal,5,impulse_noise,1,67.89,11.052016302794218
sicl_isocal,5,impulse_noise,1,67.259995,6.7278591164201496
eata,5,impulse_noise,1,63.239998,24.638807367533445
sar,5,impulse_noise,1,60.54,24.689320304840802
source,5,impulse_noise,2,18.32,70.34980849564076
tent,5,impulse_noise,2,66.439995,23.381911987066267
tent_temp,5,impulse_noise,2,67.61,15.779291375130416
sicl,5,impulse_noise,2,66.32,9.514375054240226
cgt_isocal,5,impulse_noise,2,67.079994,10.454020578861236
sicl_isocal,5,impulse_noise,2,66.56,6.8046842992305745
eata,5,impulse_noise,2,63.020004,24.873263482004404
sar,5,impulse_noise,2,60.48,24.685308261066673
source,5,defocus_blur,0,39.539997,43.15334861710668
tent,5,defocus_blur,0,86.59,8.637415154278278
tent_temp,5,defocus_blur,0,86.45,4.837938982546329
sicl,5,defocus_blur,0,86.51,5.255468710511922
cgt_isocal,5,defocus_blur,0,86.68,7.257851633429527
sicl_isocal,5,defocus_blur,0,86.369995,3.8043827687203895
eata,5,defocus_blur,0,85.369995,8.768420993387698
sar,5,defocus_blur,0,84.71,8.29486142784357
source,5,defocus_blur,1,39.539997,43.1533489318192
tent,5,defocus_blur,1,86.38,8.876074592769145
tent_temp,5,defocus_blur,1,86.39,4.7596454487741
sicl,5,defocus_blur,1,86.06,5.742814764976501
cgt_isocal,5,defocus_blur,1,86.35,6.961874108612537
sicl_isocal,5,defocus_blur,1,86.18,3.340841955393553
eata,5,defocus_blur,1,85.369995,8.858397763073445
sar,5,defocus_blur,1,84.899994,8.114181822985412
source,5,defocus_blur,2,39.539997,43.15334895595908
tent,5,defocus_blur,2,86.09,9.00681071728468
tent_temp,5,defocus_blur,2,85.689995,5.574958810210228
sicl,5,defocus_blur,2,86.26,5.67562542900443
cgt_isocal,5,defocus_blur,2,86.36,7.121482381820679
sicl_isocal,5,defocus_blur,2,86.07,3.2585486423969274
eata,5,defocus_blur,2,85.34,8.783022587150334
sar,5,defocus_blur,2,84.63,8.27558628410101
source,5,glass_blur,0,37.77,45.12533385589719
tent,5,glass_blur,0,65.77,24.027224454879757
tent_temp,5,glass_blur,0,66.74,16.547789579331877
sicl,5,glass_blur,0,66.24,10.57499894604087
cgt_isocal,5,glass_blur,0,65.54,14.645876655876636
sicl_isocal,5,glass_blur,0,65.62,7.5924617806076995
eata,5,glass_blur,0,62.93,25.29787765622139
sar,5,glass_blur,0,61.72,24.4919099470973
source,5,glass_blur,1,37.77,45.12533446058631
tent,5,glass_blur,1,65.29,24.440532469600438
tent_temp,5,glass_blur,1,66.21,17.071393526494504
sicl,5,glass_blur,1,65.75,11.135313341617584
cgt_isocal,5,glass_blur,1,65.54,15.567855829000473
sicl_isocal,5,glass_blur,1,66.14,7.1581258720904595
eata,5,glass_blur,1,63.120003,24.88977428644895
sar,5,glass_blur,1,61.97,24.092292678952216
source,5,glass_blur,2,37.77,45.12533442959189
tent,5,glass_blur,2,64.740005,25.158640150874856
tent_temp,5,glass_blur,2,65.69,17.457849022746085
sicl,5,glass_blur,2,66.38,11.809217585623264
cgt_isocal,5,glass_blur,2,66.09,14.572077098488807
sicl_isocal,5,glass_blur,2,66.22,6.674893780462445
eata,5,glass_blur,2,63.14,25.20529055997729
sar,5,glass_blur,2,62.1,24.04060954362154
source,5,motion_blur,0,55.04,30.294290250092747
tent,5,motion_blur,0,85.65,9.230300911068918
tent_temp,5,motion_blur,0,85.079994,5.587074958980083
sicl,5,motion_blur,0,84.74,5.5112505625188355
cgt_isocal,5,motion_blur,0,85.259995,7.319518414139747
sicl_isocal,5,motion_blur,0,85.439995,3.624106966853142
eata,5,motion_blur,0,83.61,9.966885262727738
sar,5,motion_blur,0,83.26,9.132132786661387
source,5,motion_blur,1,55.04,30.29429046854377
